school_name,address,postal_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,latitude,longitude,cluster
SINGAPORE SPORTS SCHOOL,1 Champions Way,737913,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,False,False,False,False,1.42641140556342,103.789444793951,7
SOUTH VIEW PRIMARY SCHOOL,6 Choa Chu Kang Central,689762,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38143123987698,103.747153671,5
SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64,737758,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.43703750789961,103.804100467487,7
SPRINGDALE PRIMARY SCHOOL,71 Anchorvale Link,544799,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39528544463377,103.889416413501,1
SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8,529593,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34957303471476,103.930354460693,6
ST. ANDREW'S JUNIOR COLLEGE,5 Sorby Adams Drive,357691,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.33306515740956,103.863576377056,2
ST. ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE,359337,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33140255308868,103.865117134385,2
ST. ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE,359342,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33069360968075,103.866249138562,2
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4,469701,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3347253730189,103.941234868202,2
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4,469700,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.33466313498855,103.941977166932,2
ST. ANTHONY'S PRIMARY SCHOOL,30 Bukit Batok St 32,659401,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36411948475833,103.749251919049,5
ST. GABRIEL'S PRIMARY SCHOOL,220 Lorong Chuan,556742,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34930766795555,103.862309899986,2
ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1,556140,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34648798732177,103.876094163287,2
ST. HILDA'S PRIMARY SCHOOL,2 Tampines Ave 3,529706,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.34967978969837,103.937016363397,2
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82,528986,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34973922385379,103.937608032148,6
ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD,308274,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,False,False,False,True,1.32365313490152,103.828498974985,4
ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD,309331,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31781476118551,103.845633334522,2
ST. MARGARET'S SCHOOL (PRIMARY),136 SOPHIA ROAD,387724,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.32439150290682,103.881624837373,2
ST. MARGARET'S SCHOOL (SECONDARY),111 FARRER ROAD,259240,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.31977464050584,103.809602215402,4
ST. PATRICK'S SCHOOL,490 EAST COAST ROAD,429058,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30788341871801,103.917638193713,2
ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW,455789,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31878997295135,103.917258129598,2
SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34,659322,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.36471742697475,103.750396136688,5
TAMPINES MERIDIAN JUNIOR COLLEGE,21 Pasir Ris Street 71,518799,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.37633346909682,103.936990723441,1
TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9,529565,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36048786025607,103.948768900518,6
TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12,529426,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3504863946694,103.943573098509,6
TAMPINES SECONDARY SCHOOL,252 TAMPINES ST 12,529427,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34926094811197,103.944263709507,6
TANJONG KATONG GIRLS' SCHOOL,20 Dunman Lane,439272,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.3075626184394,103.896107204542,6
TANJONG KATONG PRIMARY SCHOOL,10 Seraya Road,437259,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.30498489044822,103.899999965407,6
TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD,438796,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.30873515955341,103.897225196199,6
TAO NAN SCHOOL,49 MARINE CRESCENT,449761,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,True,False,1.30528528687321,103.911553152326,2
TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32,569299,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36565018546903,103.851009800453,1
TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK,688261,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38388660469396,103.753924558586,5
TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR RD,479239,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33109611001931,103.911005345855,6
TEMASEK JUNIOR COLLEGE,2 TAMPINES AVENUE 9,529564,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,False,False,False,True,1.35728017255861,103.956185936394,6
TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVE 3,469300,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31720341663064,103.94575943784,6
TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD,465561,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.31591673150616,103.947564112022,6
TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVE 10,569730,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35994649477568,103.853768994775,1
UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT,688268,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40278303219036,103.746801233973,5
UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62,689143,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.40001524119441,103.74602091483,5
VALOUR PRIMARY SCHOOL,49 Punggol Central,828728,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40744168163777,103.898762173662,1
VICTORIA JUNIOR COLLEGE,20 MARINE VISTA,449035,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,True,1.30670174177479,103.919982704149,6
VICTORIA SCHOOL,2 SIGLAP LINK,448880,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,True,True,1.3087130270751,103.927980966639,6
WATERWAY PRIMARY SCHOOL,70 Punggol Drive,828802,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39889261226315,103.918585924582,1
WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE,757702,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.45168517614776,103.822516208087,7
WEST GROVE PRIMARY SCHOOL,1 JURONG WEST ST 72,649223,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34471211768915,103.698964212988,0
WEST SPRING PRIMARY SCHOOL,60 Bukit Panjang Ring Road,679946,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38917971808454,103.76639772288,5
WEST SPRING SECONDARY SCHOOL,61 SENJA ROAD,677737,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38782283303782,103.760128840155,5
WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD,677742,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38378546546228,103.760273432258,5
WESTWOOD PRIMARY SCHOOL,1 Jurong West Street 73,649188,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3477109654722,103.700467520791,0
WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25,648350,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35373698510994,103.701772102139,0
WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS ST 11,519075,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36563610941695,103.960861814678,6
WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24,579747,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35505208480649,103.842552378136,3
WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14,738079,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.43273620725049,103.79023031392,7
WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6,738990,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.42831828137013,103.79604758539,7
WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50,738853,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.43658270720199,103.791791282236,7
WOODLANDS RING PRIMARY SCHOOL,11 WOODLANDS RING ROAD,738240,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.43485179380236,103.79741434351,7
WOODLANDS RING SECONDARY SCHOOL,21 WOODLANDS AVENUE 1,739062,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.43070452883799,103.777625748539,7
WOODLANDS SECONDARY SCHOOL,11 MARSILING ROAD,739111,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.43912528141356,103.774586410437,7
XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1,538882,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35799653782463,103.890216355459,1
XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91,649036,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34270639669225,103.687588478681,0
XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8,538784,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37176798317468,103.88280991785,1
XINMIN SECONDARY SCHOOL,11 HOUGANG AVENUE 8,538789,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.37255884700002,103.88305161385,3
XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21,768611,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.43347186925064,103.837755319448,7
YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3,556108,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3489768083841,103.868467129954,1
YEW TEE PRIMARY SCHOOL,10 CHOA CHU KANG ST 64,689100,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39672603497195,103.751817992962,5
YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51,538720,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37793264345276,103.885643682171,1
YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5,569868,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.37797597740925,103.84213696352,3
YISHUN INNOVA JUNIOR COLLEGE,3 YISHUN RING ROAD,768675,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.42426692572335,103.83003171149,7
YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD,768679,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.43397617334964,103.834050796658,7
YISHUN SECONDARY SCHOOL,4 YISHUN STREET 71,768516,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.42813324276086,103.828764316679,7
YISHUN TOWN SECONDARY SCHOOL,6 YISHUN STREET 21,768610,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.43232156717386,103.838094226361,7
YU NENG PRIMARY SCHOOL,56 BEDOK NORTH ST 3,469623,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33398037894072,103.932015036296,6
YUAN CHING SECONDARY SCHOOL,103 YUAN CHING ROAD,618654,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34200635764467,103.72089870437,0
YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24,609558,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34291981622016,103.740861148879,0
YUHUA SECONDARY SCHOOL,35 JURONG WEST STREET 41,649406,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34718626876968,103.722687235839,0
YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21,529393,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.35131569890862,103.950551091373,6
YUSOF ISHAK SECONDARY SCHOOL,11 BUKIT BATOK STREET 25,658712,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34235172835604,103.760159353985,0
YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1,538884,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.35713595302467,103.890194755287,3
ZHANGDE PRIMARY SCHOOL,51 Jalan Membina,169485,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.28421153855474,103.825951884637,4
ZHENGHUA PRIMARY SCHOOL,9 Fajar Road,679002,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37942873617052,103.76970317201,5
ZHENGHUA SECONDARY SCHOOL,91 SENJA ROAD,677741,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.38836583415352,103.765510638527,5
ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4,556095,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36026072476019,103.869712517383,1
ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3,556123,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.34840720846208,103.869430481414,3
